index,text
D129,"['jay', 'z', 'encor', 'feat', 'kany', 'west', 'john', 'legend', 'crawley', 'amp', 'leonard', 'har', 'http', 'co', 'ymzbixzfxx', 'via', 'youtub', 'wdmv362radio', 'eastcoast', 'hip', 'hop', 'nyc', 'classic', 'jazi', 'x', 'kany', 'x', 'johnlegend', 'theblackalbum19', 'hof']"
D130,"['cours', 'el', 'would', 'one', 'choos', 'conspiraci', 'kany', 'kanyewest', 'http', 'co', 'ycrn4ho07z']"
D131,"['got', 'back', 'new', 'kany', 'concert', 'kany', 'http', 'co', 'k6wpro2bgm']"
D132,"['elon', 'musk', 'see', 'kany', 'west', 'break', 'rule', 'kanyewest', 'teamkanyedaili', 'memelyxyz', 'kany', 'elonmusk', 'elonmem', 'viralvideo', 'kanyemem', 'meme', 'http', 'co', '2qzllrt6oc']"
D133,"['jp', 'sear', 'liar', 'think', 'lie', 'funni', 'girlfriend', 'pretend', 'excercis', 'money', 'conspiraci', 'joe', 'trump', 'black', 'kany', 'kyri', 'nsfwxroleplay', 'femboy', 'nsfwaccount', 'pyt', 'elonjet', 'loser', 'qatarworldcup', 'grantwahl', 'saudi', 'trump2024', 'ye24', 'arresttrumpnow', 'topg', 'antifa']"
D134,"['want', 'find', 'uncensor', 'inform', 'http', 'co', 'juo6x054nu', 'thenot', 'notic', 'trump', 'elon', 'musk', 'donald', 'kany', 'truth', 'redpil', 'fact', 'ye', 'http', 'co', 'fdyiw4nsda']"
D135,"['kany', 'west', 'x', 'mike', 'dean', 'type', 'beat', 'matrix', 'buy', '2', 'get', '2', 'free', 'kany', 'ye', 'http', 'co', 'k79li14w68', 'via', 'youtub']"
D136,"['take', 'way', 'kany', 'http', 'co', 'bd0dtnhrue']"
D137,"['well', 'kany', 'http', 'co', 'rjnygqxvdi']"
D138,"['mint', 'live', 'ye', 'x', 'trump', '2024', 'digit', 'trade', 'card', '2', '024', 'suppli', '1', 'free', 'per', 'wallet', 'rest', '0', '001ξ', 'max', '10', 'per', 'tx', 'websit', 'http', 'co', 'kx7ui8oxju', 'contract', 'http', 'co', 'axh38wlelb', 'kany', 'trump', 'yextrump', 'ye2024', 'trump2024', 'nfts', 'freemint', 'nft', 'eth', 'http', 'co', 'omm8nlv2pi']"
D139,"['reich', 'wrong', 'ye', 'kany', 'kanyewest']"
D140,"['half', 'suppli', 'mint', 'far', 'kany', 'eth', 'nfts', 'freemint', 'trump', 'http', 'co', 'bknbusua52']"
D141,"['post', 'elon', 'real', 'time', 'locat', 'public', 'inform', 'want', 'access', 'public', 'inform', 'elongoat', 'andrewt', 'topg', 'missfranc', 'discord', 'twittertakeov', 'joe', 'trumpisdon', 'foot', 'femboy', 'missnordpasdecalai', 'podcastandchillwithmacg', 'samhyd', 'mde', 'chine', 'kany']"
D142,"['guy', 'attack', 'elder', 'man', 'shout', 'kanye2024', 'behalf', 'old', 'man', 'u', 'see', 'kany', 'hit', 'bitch', 'jew', 'elder', 'fkkany']"
D143,"['imagin', 'world', 'took', 'mama', 'call', 'crazi', 'releas', 'million', 'dollar', 'shoe', 'design', 'market', 'lost', 'offer', 'deal', 'sought', 'first', 'thing', 'jew', 'kany']"
D144,"['feel', 'like', 'straight', 'lick', 'strang', 'fruit', 'stick', 'kany', 'http', 'co', 'qxo80huorg', 'http', 'co', 'tvnrymbtsv']"
D145,"['plea', 'tweet', 'trend', 'news', 'break', 'news', 'truth', 'faith', 'love', 'heresi', 'falseprophet', 'kany', 'kanyewest', 'ye', 'yeezi', 'sundayservic', 'nickfuent', 'redmedia', 'paparazzo', 'global', 'debat', 'challeng', 'gospel', 'jesus', 'jesuschrist', 'god', 'bibletruthpodcast', 'http', 'co', 'wtrixaryiq']"
D146,"['check', 'ismash', 'phraze', 'spotifi', 'youtub', 'applemus', 'http', 'co', 'al5oe2kfn1', 'ismash', 'alternativefact', 'album', 'phraze', 'lbm', 'hiphop', 'rap', 'music', 'beyonc', 'jayz', 'taylorswift', 'jenniferlopez', 'kany', 'amberros', 'kimkardashian', 'cardib', 'brittanyspear', 'christinaaguilera', 'jen']"
D147,"['take', 'kany', 'http', 'co', '3ropgrs3w']"
D148,"['kany', 'west', 'digit', 'trade', 'card', 'mint', 'live', 'etherscan', 'http', 'co', 'mu9uxnx8o1', 'nft', 'nftcommun', 'nftmint', 'nfts', 'trumpcard', 'trumpnft', 'kany', 'kanyewest', 'kanyenft', 'http', 'co', 'acah4oergq']"
D149,"['gop', 'nomine', 'reaction', 'desanti', 'trump', 'cruz', 'rubio', 'haley', 'penc', 'pompeo', 'noem', 'youngkin', 'christi', 'cheney', 'kany', 'trump', 'trump2024', 'trump24', 'desanti', 'gop', 'usa', 'americafirst', 'america', 'politicsl', 'kany', 'http', 'co', '8cjcyoq3zm']"
D150,"['call', 'kany', 'launch', 'nft', 'project']"
D151,"['moongaadddd', 'abb', 'abbabb', 'abb', 'kanyestreams1', 'mikedean', 'made', 'beat', 'logic', 'u', 'could', 'say', 'kany', 'beat']"
D152,"['check', 'new', 'video', 'hollowknight', 'youtub', 'game', 'kany', 'subscrib', 'http', 'co', 'jbrav7skjk', 'http', 'co', 'jljm3ocmjp']"
D153,"['drake', 'kill', 'xxxtentacion', 'know', 'drake', 'x', 'murder', 'kill', 'kany', 'kanyewest', 'fifaworldcup']"
D154,"['comedi', 'comedi', 'show', 'comedian', 'kany', 'comediansofinstagram', 'eat', 'drink', 'laugh', 'ventura', 'venturacounti', 'santabarbara', 'losangelescomedi', 'showtim', 'entertain', 'nightout', 'datenight', 'weekend', '805', '805event', 'dinnerandashow', 'dinneranddrink', 'event', 'intsdail', 'standup', 'standupcomedi', 'http', 'co', 'pmjdyev7iq']"
D155,"['depend', 'race', 'good', 'singer', 'like', 'american', 'better', 'voic', 'like', 'mexican', 'turkish', 'peopl', 'singer', 'race', 'mexican', 'fifaworldcup', 'turkey', 'kany']"
D156,"['mental', 'diseas', 'help', 'attent', 'economi', 'seem', 'kanye2024', 'kanyewest', 'kanyeforpresid', 'viral', 'kany', 'http', 'co', 'yspayphsjk']"
D157,"['kany', 'west', 'want', 'let', 'go', 'antisemit', 'get', 'kick', 'twitter', 'kanyewest', 'teamkanyedaili', 'memelyxyz', 'hotnew', 'elonmusk', 'kany', 'viralvideo', 'kanyemem', 'meme', 'http', 'co', 'odwbh60o4o']"
D158,"['done', 'jayz', 'amp', 'kany', 'wiz', 'get', 'peopl', 'still', 'smoke', 'weed', 'wizkhalifa']"
D159,"['want', 'someth', 'think', 'would', 'ye', 'kany', 'kanyewest', 'jew']"
D160,"['ai', 'text', 'imag', 'generat', 'art', 'use', 'http', 'co', 'h7p37ieue6', 'kany', 'west', 'aiart', 'hiphopart', 'dreamstudio', 'aiartwork', 'aigener', 'aigeneratedart', 'ye', 'kany', 'kanyewest', 'nft', 'digitalart', 'blackklansman', 'http', 'co', 'dfpasd2beo']"
D161,"['trustedkick', 'need', 'listen', 'version', 'goodmorn', 'podcast', 'podchas', 'minomorn', 'dobett', 'elev', 'letsgo', 'usa', 'chicago', 'kany']"
D162,"['luckynu777', 'fight', 'amp', 'exil', 'kany']"
D163,"['aaliyah', 'best', 'love', 'reaction', 'full', 'video', 'youtub', 'channel', 'talishasparkl', 'comedi', 'chicago', 'shortstori', 'fashion', 'gta', 'youtub', 'vlog', 'asmr', 'trynottolaugh', 'reaction', '2022', 'invest', 'taylorswift', 'eminem', 'kany', 'kardashian', 'aaliyah', 'atyourbest', 'letmeknow', 'http', 'co', 'qwidr0nqwt']"
D164,"['fire', 'freespeech', 'kany', 'ye', 'nextup', 'beat', 'produc', 'fire', 'arturia', 'http', 'co', 'ch3b2sltrs']"
D165,"['elon', 'musk', 'suspend', 'kany', 'account', 'like', 'memelyxyz', 'hotnew', 'elonmusk', 'twitter', 'kany', 'elonmem', 'viralvideo', 'meme', 'http', 'co', '5ftflbca71']"
D166,"['oh', 'hey', 'would', 'thought', 'kany', 'nytim', 'would', 'agre', 'http', 'co', 'ov9hmebbt']"
D167,"['shnugent2', 'weisselberg', 'rais', 'autist', 'son', 'kind', 'care', 'amp', 'compassion', '24', 'amp', 'wonder', 'human', 'elon', 'amp', 'kany', 'megalomaniac', 'malign', 'narcissist', 'bag']"
D168,"['kany', 'like', 'su', 'kany', 'kanyewest', 'ye', 'donda', 'yeezi', 'http', 'co', 'omihuajraj']"
D169,"['biniam98', 'terriblemap', 'new', 'spirit', 'size', 'map', 'matter', 'oppressor', 'keep', 'peopl', 'mental', 'oppress', 'truth', 'prevail', 'ukrainerussiawar', 'strict', 'twitterg', 'elon', 'twitterfil', 'kanyewest', 'ye', 'kany', 'blackfriday', 'israel', 'israeliapartheid', 'isralit', 'systematicrac', 'http', 'co', 'get3qklgzp']"
D170,"['kany', 'west', 'wonder', 'account', 'got', 'suspend', 'kanyewest', 'teamkanyedaili', 'memelyxyz', 'hotnew', 'kany', 'elonmusk', 'viralvideo', 'kanyemem', 'meme', 'http', 'co', 'qnbg3eitbt']"
D171,"['saint', 'label', 'nouv', 'prod', 'niseproduct', 'shot', 'visionar', 'http', 'co', 'w9lxpohrhx', 'via', 'youtub', 'rihanna', 'beyonc', 'rowdyrebel', 'drake', 'hiphop', 'music', 'futur', 'bennythebutch', 'tem', 'kany', 'jadakiss', 'brunomar', 'na', 'diddi', 'djdrama', 'yogotti', 'glorilla', 'freeway']"
D172,"['listen', 'yeezi', 'dccortez', 'catchemcorti', 'tire', 'shit', 'http', 'co', 'lnf8oem5sq', 'news', 'comedi', 'radio', 'music', 'podcast', 'kany', 'klan', 'jewish', 'nazi', 'http', 'co', 'j1icfwgs82']"
D173,"['listen', '808', 'heartbreak', 'wow', 'kany', 'coldest', 'winter']"
D174,"['attack', 'yell', 'kany', '2024', 'antisemit', 'assault', 'polic', 'say', 'washington', 'post', 'http', 'co', 'nsnmua64f']"
D175,"['trust', 'trust', 'local', 'lender', 'actual', 'care', 'name', 'line', 'care', 'sorri', 'sorri', 'kany', 'http', 'co', 'rd8ocz0a7r']"
D176,"['wait', 'see', 'ye', 'yeezi', 'kany', 'kanyewest', 'http', 'co', 'uws1xys99m']"
D177,"['swept', 'r301', 'best', 'apex', 'apexlegend', 'apexmobil', 'twitter', 'america', 'medium', 'meme', 'hockey', 'tmz', 'comedi', 'support', 'fomc', 'nft', 'meta', 'viral', 'trend', 'fifa', 'worldcup', 'podcast', 'funni', 'elect', 'sale', 'nation', 'kany', 'holiday', 'deal', 'coin', 'happi', 'communiti', 'digit', 'http', 'co', '5igbhddepk']"
D178,"['learn', 'histori', 'kany', 'kanye2024', 'kanyewest', 'kanyeforpresid', 'viral', 'kany', 'http', 'co', '8bkhu60hxr']"
D179,"['elon', 'taken', 'alot', 'put', 'memelyxyz', 'elonmusk', 'kany', 'viralvideo', 'meme', 'http', 'co', 'e54f2wkpav']"
D180,"['said', 'black', 'american', 'cultur', 'similar', 'west', 'african', 'cultur', 'amp', 'black', 'woman', 'hurt', 'ba', 'cultur', 'vivica', 'fox', 'destroy', 'kanyewest', 'http', 'co', 'w7tpctgw1n', 'odj', 'vivica', 'kany', 'femin', 'securethetrib', 'blackwomen', 'blacktwitt', 'blameblackmen', 'black', 'men']"
D181,"['want', 'find', 'uncensor', 'inform', 'http', 'co', 'juo6x054nu', 'thenot', 'notic', 'trump', 'elon', 'musk', 'donald', 'kany', 'truth', 'redpil', 'fact', 'ye', 'http', 'co', 'bdlyymtpci']"
D182,"['bishop', 'un', 'chain', 'go', 'live', 'tonight', '9', '30pmest', 'one', 'want', 'miss', 'visit', 'websit', 'http', 'co', 'jr06xs5pjc', 'like', 'share', 'amp', 'subscrib', 'iuic', 'oklahoma', 'youtub', 'oklahomac', 'kany', 'ye', 'jew', 'http', 'co', 'bpu6iapvwu']"
D183,"['check', 'new', '1', '1', 'nfts', 'behind', 'scene', 'collect', 'make', 'offer', 'http', 'co', 'rnigr6ifsf', '1of1', '1of1', 'hiphop', 'nftshill', 'nftphotographi', 'nftcollector', 'rap', 'nftfam', 'nfts', 'nftphotographi', 'na', 'nipsey', 'jcole', 'meganfox', 'kany', 'macmil', 'kardashian', 'opensea', 'jayz', 'http', 'co', 'bvvpmtdoxz']"
D184,"['futur', 'kany']"
D185,"['bishop', 'un', 'chain', 'go', 'live', 'tonight', '9', '30pmest', 'one', 'want', 'miss', 'fixxinfac', 'stream', 'facebook', 'youtub', 'iuictv', 'oklahomac', 'kany', 'ye', 'jew', 'jewish', 'antisemit', 'antisemet', 'instagram', 'explor', 'kanyewest', 'http', 'co', 'qwxhgbumv']"
D186,"['15dayswithkany', 'peopl', 'quick', 'foot', 'moneygrab', 'need', 'kany', 'ex', 'bodyguard', 'tell', 'u', 'problemat', 'situat', 'well', 'awar', 'man', 'outlandish', 'behavior', 'garbag']"
D187,"['kany', 'hear', 'truth', 'elon', 'musk', 'kany', 'elonmusk', 'meme', 'kanyewest', 'teamkanyedaili', 'memelyxyz', 'kany', 'elonmusk', 'elonmem', 'viralvideo', 'kanyemem', 'meme', 'http', 'co', 'zwgyjjfjkr']"
D188,"['wors', 'thing', 'could', 'happen', 'kany', 'destruct', 'legaci', 'hand']"
D189,"['one', 'k4s', 'ent', 'hflmag', 'cover', 'featur', 'rezasarrafieh', 'memor', 'moment', 'work', 'rocnat', 'lilnasx', 'snohalegrah', 'djkhale', 'rnb', 'hiphop', 'rocnat', 'vicmensa', 'jcole', 'kany', 'hflmag', 'http', 'co', 'hr63qxp0yj', 'http', 'co', 'obxxztuja5']"
D190,"['listen', 'kany', 'must', 'tough', 'kanyewest', 'teamkanyedaili', 'memelyxyz', 'kany', 'elonmusk', 'twitter', 'viralvideo', 'kanyemem', 'meme', 'http', 'co', 'bpq44dc97u']"
D191,"['kany', 'west', 'troll', 'suge', 'knight', 'lawyer', 'kany', 'kanyewest', 'ye', 'donda', 'yeezi', 'http', 'co', 'h3sbfjwefr']"
D192,"['click', 'imag', 'shop', 'http', 'co', '5tspype5lb', 'discount', 'price', 'fast', 'amp', 'insur', 'worldwid', 'ship', 'kany', 'kanyewest', 'kanyelov', 'kanyeweststyl', 'http', 'co', 'uccpnpbry6']"
D193,"['kany', 'west', 'quot', 'day', 'world', 'need', 'joy', 'idea', 'super', 'fresh', 'kany', 'west', 'kanyewest', 'ye', 'oftheday', 'otd', 'http', 'co', 'ce522xfyb0']"
D194,"['well', 'that', 'horribl', 'watch', 'guess', 'kany', 'wasnt', 'complet', 'wrong', 'http', 'co', 'mqwckmqzpu']"
D195,"['woman', 'problem', 'kany', 'emot', 'decis', 'make', 'w', 'milo', 'ibata', 'kanyewest', 'kany', 'yeezi', 'kimkardashian', 'amberros', 'http', 'co', 'hhff95iwoz']"
D196,"['kany', 'chine', 'version', 'elon', 'memelyxyz', 'hotnew', 'elonmusk', 'kany', 'viralvideo', 'meme', 'http', 'co', 'exdymx1th6']"
D197,"['everyon', 'know', 'elon', 'love', 'hitler', 'right', 'get', 'would', 'still', 'twitter', 'offend', 'kany', 'http', 'co', 'ayr40esdh8']"
D198,"['someon', 'explain', 'elonmusk', 'chang', 'twitter', 'way', 'mani', 'want', 'get', 'still', 'hatespeech', 'conspiracytheori', 'stupid', 'narcissist', 'kany', 'kick', 'trump', 'want', 'anymor']"
D199,"['kany', 'west', 'saw', 'half', 'chine', 'genet', 'hybrid', 'elon', 'kanyewest', 'teamkanyedaili', 'memelyxyz', 'kany', 'elonmusk', 'viralvideo', 'kanyemem', 'meme', 'http', 'co', 'qwgfkmtfa5']"
D200,"['must', 'watch', 'ye', 'kanyewest', 'kany', 'kyrieirv', 'hebrewisraelit', 'hebrew', 'sicarii', 'apttmh', 'prais', 'bring', 'plz', 'like', 'amp', 'share', 'http', 'co', '8wnqgmhcvj', 'http', 'co', 'pt5pka6khv']"
D201,"['kany', 'west', 'love', 'hitler', 'alleg', 'goe', 'back', '20', 'year', 'http', 'co', 'c31y2ksg7d', 'kany', 'west', 'love', 'hitler', 'alleg', 'goe', 'back', 'year']"
D202,"['wack', '100', 'invit', 'kany', 'ye', 'west', 'clubhous', 'talk', 'mk', 'ultra', 'sacrific', 'handler', 'boy', 'http', 'co', 'zc1kedxx0a', 'ye24', 'kany', 'wack100', 'illuminati', 'conspiracytheori', 'awaken', 'ageofaquarius', 'clubhous', 'clubhouseaudio', 'http', 'co', 'opu8zikp5c']"
D203,"['world', 'want', 'new', 'kany', 'christma', 'bad', 'cuz', 'alreadi', 'first', '𝗛𝗮𝗵𝗮', '𝗝𝗲𝗻𝗸𝗶𝗻𝘀', 'http', 'co', 'e3pqxxu2sc']"
D204,"['sam', 'bankman', 'fri', 'pure', 'scum', 'forc', 'work', 'hard', 'labor', 'make', '8', 'billion', 'dollar', 'sambankmanfri', 'aquarium', 'themaskedsing', 'pokemon', 'cryptomem', 'moneyslav', 'greed', 'jew', 'conspiraci', 'comedi', 'kany', 'kyri', 'nelk', 'bahrain', 'ukrain', 'russiaisaterroristst']"
D205,"['one', 'k4s', 'ent', 'hflmag', 'cover', 'featur', 'rezasarrafieh', 'memor', 'moment', 'work', 'rocnat', 'lilnasx', 'snohalegrah', 'djkhale', 'rnb', 'hiphop', 'rocnat', 'vicmensa', 'jcole', 'kany', 'hflmag', 'http', 'co', 'hr63qxp0yj', 'http', 'co', 'xs6tspl1op']"
D206,"['kany', 'elon', 'trump', 'three', 'peopl', 'mental', 'breakdown', 'public', 'kany', 'elonmusk', 'trump']"
D207,"['kany', 'west', 'right', 'kanyewest', 'teamkanyedaili', 'memelyxyz', 'kany', 'elonmusk', 'viralvideo', 'kanyemem', 'meme', 'http', 'co', 'g5epvm5pi']"
D208,"['thing', 'elonmusk', 'thing', 'reprehens', 'kany', 'echelon', 'rich', 'white', 'supremacist', 'guy', 'face', 'scrutini', 'bye', 'bye', 'journalist', 'let', 'nazi', 'come', 'back', 'kany', 'prais', 'hitler', 'elon', 'http', 'co', 'y2albfbqfu']"
D209,"['titl', 'claim', 'quit', 'kimkardashian', 'manag', 'spot', 'hear', 'truth', 'kany', 'say', 'work', 'compani', '7', 'year', 'mayb', 'kim', 'manag', 'baalenciaga', 'case', 'great', 'point', 'around', 'pedophil', 'better', 'hide', 'sick', 'as', 'http', 'co', 'cz6fpevy8f']"
D210,"['ungrat', 'basterd', '2', 'kany', 'meet', 'bear', 'jew', 'beauti', 'request', 'nonym', 'ye', 'kany', 'worldstar', 'wshh', 'quintintarantino', 'dankmem', 'http', 'co', 'z6tlownfgi']"
D211,"['hitler', 'secret', 'weapon', 'drug', 'http', 'co', 'n4n2bgjw8e', 'via', 'youtub', 'want', 'apolog', 'support', 'kany', 'liter', 'love', 'meth', 'head', 'oop']"
D212,"['lot', 'peopl', 'say', 'ye', 'anti', 'jewish', 'also', 'anti', 'black', 'drjeffrey2u', 'say', 'complic', 'kany', 'therundownpodcast', 'whitesupremaci', 'evangel', 'http', 'co', 'yhgpaavjck']"
D213,"['like', 'share', 'amp', 'subscrib', 'iuic', 'oklahoma', 'youtub', 'oklahomac', 'kany', 'ye', 'jew', 'jewish', 'antisemit', 'antisemet', 'instagram', 'explor', 'kanyewest', 'youtub', 'christ', 'christian', 'deuteronomy28', 'redmedia']"
D214,"['kany', 'crazi', 'believ', 'tri', 'expo', 'peopl', 'use', 'freedom', 'speech', 'wrong', 'destruct', 'way', 'besid', 'fact', 'go', 'someth', 'believ', 'nazi', 'think', 'tri', 'prove', 'point', 'throw', 'bus', 'kany', 'ye']"
D215,"['famili', 'chicago', 'amp', 'milwauke', 'come', 'togeth', 'sabbath', 'mediat', 'word', 'lord', 'illinoi', 'black', 'hispan', 'nativeamerican', 'israelunitedinchrist', 'israelit', 'truth', 'bibl', 'biblicalsmok', 'kyri', 'ye', 'kany', 'http', 'co', '0z0iwonr3m']"
D216,"['iuic', 'spoken', 'voic', 'voiceless', 'offici', 'documentari', 'http', 'co', 'fm91xmdgiq', 'via', 'youtub', 'israelit', 'jew', 'ye', 'kyrieirv', 'kany', 'hebrewisraelit', 'truth']"
D217,"['elonmusk', 'refer', 'jewish', 'medium', 'kany']"
D218,"['believ', 'ye24', 'meant', 'said', 'nazi', 'bad', 'good', 'thing', 'would', 'believ', 'nasa', 'would', 'agre', 'dr', 'warner', 'von', 'braun', 'nasa', 'space', 'engin', 'manag', 'aka', 'wernher', 'von', 'braun', 'nazi', 'general', 'kany', 'http', 'co', '8ackhrph6b']"
D219,"['tmobil', 'make', 'anoth', 'sidekick', 'lx', 'ye', 'elonmusk', 'teslaphon', 'piephon', 'appl', 'remodel', 'phone', 'kany', 'rich', 'power', 'http', 'co', 'lmdztqhfi5']"
D220,"['want', 'find', 'uncensor', 'inform', 'http', 'co', 'juo6x054nu', 'thenot', 'notic', 'trump', 'elon', 'musk', 'donald', 'kany', 'truth', 'redpil', 'fact', 'ye', 'http', 'co', 'obsd4mtpi4']"
D221,"['check', 'ismash', 'phraze', 'spotifi', 'youtub', 'applemus', 'http', 'co', 'al5oe2kfn1', 'ismash', 'alternativefact', 'album', 'phraze', 'lbm', 'hiphop', 'rap', 'music', 'beyonc', 'jayz', 'taylorswift', 'jenniferlopez', 'kany', 'amberros', 'kimkardashian', 'cardib', 'brittanyspear', 'christinaaguilera', 'jen']"
D222,"['ky', 'said', 'kany', 'kanyewest', 'kany', 'kanyewestinterview', 'thetruthaboutkanyewest', 'thedarktruthaboutkanyewest', 'thetruthaboutmeekmillandkany', 'http', 'co', '1gui3l1h5a']"
D223,"['think', 'gon', 'na', 'happen', 'kany', 'west', 'kanyewest', 'kany', 'west', 'kanyewestwhitelivesmatt', 'whathappenedtokany', 'kanyewestinterview', 'http', 'co', '8u8qvlesso']"
D224,"['much', 'like', 'age', 'old', 'chicago', 'style', 'v', 'n', 'style', 'pizza', 'new', 'rivalri', 'brew', 'maga', 'countri', 'v', 'kany', '2024', 'iron', 'realdonaldtrump', 'ny', 'kany', 'rais', 'chicago', 'weird', 'http', 'co', 'kpabgycu7h']"
D225,"['donald', 'trump', 'tell', 'jew', 'loyal', 'mention', 'kany', 'west', 'dinner', 'http', 'co', '0ot84lnvww']"
D226,"['ladi', 'pup', 'one', 'big', 'club', 'power', 'control', 'ye', 'right', 'http', 'co', 'rtx8uu9h3x']"
D227,"['elon', 'musk', 'launch', 'poll', 'whether', 'quit', 'twitter', 'ceo', 'http', 'co', 'lludgvb4vg', 'blockchain', 'crypto', 'bitcoin', 'doge', 'twitter', 'twitterfil', 'elonmusk', 'facebook', 'censorship', 'facebook', 'cia', 'sbook', 'china', 'book', 'jan6th', 'fakenew', 'adl', 'ye', 'beij', 'biden', 'socialmedia', 'usethehors']"
D228,"['elonmusk', 'wallstreetsilv', 'ye', 'could', 'worthi', 'successor']"
D229,"['opposit', 'ye', 'jew', 'rule', 'world', 'smart', 'psopl', 'anti', 'conspiracytheori', 'intern', 'cabal', 'ownnoth', 'behappi', 'slave', 'liberti', 'freedom', 'start', 'went', 'http', 'co', 'loxoxdeqz6', 'http', 'co', 'm3tvcbkixo']"
D230,"['iuic', 'wotw', '21', 'savag', 'minion', 'dis', 'ye', 'http', 'co', 'amlwtfxhqi', 'via', 'youtub']"
D231,"['documentari', 'unspok', 'evil', 'pagan', 'christian', 'visit', 'websit', 'http', 'co', 'kirjzbnt54', 'call', 'u', '855', '484', '4842', 'ext', '7015', 'documentari', 'faith', 'hiddenhistori', 'leader', 'therealpussinboot', 'kryie', 'ye', 'http', 'co', 'fkiyaru1cp']"
D232,"['prophet', 'new', 'orlean', 'travel', 'shreveport', 'past', 'sabbath', 'war', 'brother', 'visit', 'websit', 'http', 'co', 'kirjzbnt54', 'call', 'u', '855', '484', '4842', 'ext', '7015', 'godsarmi', '144k', 'savior', 'kyri', 'ye', 'itsup', 'iuic', 'israelit', 'nathanyel7', 'kyrieirv', 'truth', 'http', 'co', 'mfycplkpzi']"
D233,"['yelp', 'uptrend', 'rsi', 'indic', 'exit', 'oversold', 'zone', 'view', 'odd', 'indic', 'http', 'co', 'jgpqrtg6tb', 'ye', 'stockmarket', 'stock', 'http', 'co', '6xekfppzij']"
D234,"['told', 'son', 'want', 'live', 'might', 'catch', 'bodi', 'cheerlead', 'might', 'catch', 'bodi', 'free', 'youngthug', 'ye', 'argentinavsfr', 'myheroacademia']"
D235,"['sabbath', 'recap', 'unifi', 'god', 'chosen', 'peopl', 'visit', 'websit', 'http', 'co', 'yymbexpvct', 'christ', 'iuic', 'iuiccolumbus', 'famili', 'uniti', 'nathanyel7', 'influenc', 'jew', 'israelit', 'fyp', 'biblicalsmok', 'ye', 'kyri', 'http', 'co', 'vlxfgbk8lb']"
D236,"['sabbath', 'recap', 'unifi', 'god', 'chosen', 'peopl', 'visit', 'websit', 'http', 'co', 'yymbexpvct', 'christ', 'iuic', 'iuiccolumbus', 'famili', 'uniti', 'nathanyel7', 'influenc', 'jew', 'israelit', 'fyp', 'biblicalsmok', 'ye', 'kyri', 'http', 'co', '4v6u39554a']"
D237,"['ye', 'redpil', 'journey', 'happen', 'found', 'candac', 'owen', 'studi', 'hitler', 'came', 'nick', 'fuent', 'ali', 'alexand', 'keep', 'knowledg', 'secret', 'year', 'ye', 'stupid', 'ye24', 'ye', 'nickfuent', 'ali', 'http', 'co', 'tnnkvvzk1d']"
D238,"['make', 'ye', 'ceo', 'see', 'happen', 'http', 'co', 'woq3buqf3i']"
D239,"['never', 'thought', 'would', 'take', 'far', 'ye']"
D240,"['recal', 'know', 'love', 'show', 'ye']"
D241,"['christhansen', 'ai', 'interest', 'rickowen', 'ye', 'balenciaga', 'juliafox', 'balenciaga', 'demna', 'balenciagag', 'groomer', 'http', 'co', 'myhcstjphu']"
D242,"['photosofkany', 'interest', 'rickowen', 'ye', 'balenciaga', 'juliafox']"
D243,"['ye', 'strike', 'http', 'co', 'wovb9q4r7b']"
D244,"['documentari', 'unspok', 'evil', 'pagan', 'christian', 'visit', 'websit', 'http', 'co', 'dyx3qumchg', 'call', 'u', '855', '484', '4842', 'ext', '7015', 'documentari', 'faith', 'hiddenhistori', 'leader', 'therealpussinboot', 'kryie', 'ye', 'http', 'co', 'zmvozfxrbm']"
D245,"['treat', 'like', 'queen', 'without', 'money', 'world', 'ye', 'foodforthought']"
D246,"['play', 'grover', 'washington', 'jr', 'mister', 'magic', 'listen', 'http', 'co', 'lwzld4y7sj', 'sister', 'rita', 'x', 'show', 'air', 'daili', '4pm', 'pst', '6pm', 'pst', 'http', 'co', 'ws56iygoom', 'chicago', 'kanyewest', 'atl', 'lasvega', 'buffalo', 'pt', 'ghana', 'franc', 'nm', 'dublin', 'kenya', 'ye', 'ra']"
D247,"['violenc', 'spiritu', 'war', 'visit', 'websit', 'http', 'co', 'rq4ecdmiim', 'godsarmi', '144k', 'savior', 'kyri', 'ye', 'itsup', 'iuic', 'israelit', 'nathanyel7', 'kyrieirv', 'truth', 'http', 'co', 'acpgkvxxk5']"
D248,"['play', 'tevin', 'campbel', 'alon', 'listen', 'http', 'co', 'lwzld4y7sj', 'sister', 'rita', 'x', 'show', 'air', 'daili', '4pm', 'pst', '6pm', 'pst', 'http', 'co', 'ws56iygoom', 'chicago', 'kanyewest', 'atl', 'lasvega', 'buffalo', 'pt', 'ghana', 'franc', 'nm', 'dublin', 'india', 'ye', 'radio']"
D249,"['rather', 'advis', 'presid', 'kanyewest', 'hit', 'nickfuent', 'spookygoblin8', 'ye24', 'ye', 'kanyewest']"
D250,"['vote', 'suit', 'ye', 'your', 'certifi', 'clown', 'kanye2024', 'ye', 'yeezus', 'http', 'co', 'qjzcdobkdh', 'http', 'co', '62blufrr3g']"
