index,text
D248,"['playing', 'tevin', 'campbell', 'alone', 'listen', 'https', 'co', 'lwzld4y7sj', 'sister', 'rita', 'x', 'show', 'airs', 'daily', '4pm', 'pst', '6pm', 'pst', 'https', 'co', 'ws56iygoom', 'chicago', 'kanyewest', 'atl', 'lasvegas', 'buffalo', 'pt', 'ghana', 'france', 'nm', 'dublin', 'india', 'ye', 'radios']"
D249,"['rather', 'adviser', 'president', 'kanyewest', 'hit', 'nickfuentes', 'spookygoblin8', 'ye24', 'ye', 'kanyewest']"
D250,"['vote', 'suit', 'ye', 'youre', 'certified', 'clown', 'kanye2024', 'ye', 'yeezus', 'https', 'co', 'qjzcdobkdh', 'https', 'co', '62blufrr3g']"
D251,"['iuic', 'chicago', 'brought', 'biblical', 'history', 'richard', 'daley', 'branch', 'chicago', 'library', '2', 'timothy', '4', '2', 'preach', 'word', 'instant', 'season', 'season', 'reprove', 'rebuke', 'exhort', 'long', 'suffering', 'doctrine', 'culture', 'israelite', 'ye', 'kyrie', 'israelunitedinchrist', 'https', 'co', 'xi9rloszoz']"
D252,"['american', 'capitalism', 'america', 'kanyewest', 'fyp', 'ye', 'capitalism', 'social', 'https', 'co', 'b6tegjbnhn', 'via', 'youtube']"
D253,"['playing', 'monica', 'love', 'much', 'listen', 'https', 'co', 'lwzld4y7sj', 'sister', 'rita', 'x', 'show', 'airs', 'daily', '4pm', 'pst', '6pm', 'pst', 'https', 'co', 'ws56iygoom', 'chicago', 'kanyewest', 'atl', 'lasvegas', 'buffalo', 'pt', 'ghana', 'france', 'nm', 'dublin', 'india', 'ye', 'radios']"
D254,"['breaking', 'news', 'elon', 'announces', 'step', 'twitter', 'appointing', 'ye', 'new', 'ceo', 'https', 'co', 'c5pt1azkvv']"
D255,"['american', 'capitalism', 'america', 'kanyewest', 'fyp', 'ye', 'capitalism', 'social', 'https', 'co', 't3gv5emiwc', 'via', 'youtube']"
D256,"['sabbath', 'recap', 'unifying', 'gods', 'chosen', 'people', 'visit', 'website', 'https', 'co', 'qbeuxwiom8', 'christ', 'iuic', 'iuiccolumbus', 'family', 'unity', 'nathanyel7', 'influencer', 'jews', 'israelites', 'fyp', 'biblicalsmoke', 'ye', 'kyrie', 'https', 'co', 'iog8klewza']"
D257,"['sabbath', 'recap', 'unifying', 'gods', 'chosen', 'people', 'visit', 'website', 'https', 'co', 'qbeuxwiom8', 'christ', 'iuic', 'iuiccolumbus', 'family', 'unity', 'nathanyel7', 'influencer', 'jews', 'israelites', 'fyp', 'biblicalsmoke', 'ye', 'kyrie', 'https', 'co', '1s3bafmkdb']"
D258,"['upset', 'meet', 'ye', 'yet', 'sat', 'amp', 'ye', 'met', 'ye', 'kanyewest', 'illest', 'realist', 'poet']"
D259,"['ye', 'bringing', 'ones', 'allowed', 'talk', 'dead1stamendment', 'https', 'co', 'sxnvqhv5to']"
D260,"['sabbath', 'recap', 'unifying', 'gods', 'chosen', 'people', 'visit', 'website', 'https', 'co', '6iw01xabko', 'christ', 'iuic', 'iuiccolumbus', 'family', 'unity', 'nathanyel7', 'influencer', 'jews', 'israelites', 'fyp', 'biblicalsmoke', 'ye', 'kyrie', 'https', 'co', 'mtjuphb1xt']"
D261,"['sabbath', 'recap', 'unifying', 'gods', 'chosen', 'people', 'visit', 'website', 'https', 'co', '6iw01xscbw', 'christ', 'iuic', 'iuiccolumbus', 'family', 'unity', 'nathanyel7', 'influencer', 'jews', 'israelites', 'fyp', 'biblicalsmoke', 'ye', 'kyrie', 'https', 'co', 'miz7zyadmq']"
D262,"['elonmusk', 'billym2k', 'bring', 'back', 'ye', 'weirdo']"
D263,"['pgoat', 'believe', 'kanyewest', 'ye', 'finished', 'professionally', 'destroyed', 'lot', 'built', 'disappointing', 'succumbed', 'ego', 'taking', 'level', 'headed', 'action', 'think', 'split', 'kimkardashian', 'distorted', 'thinking', 'also', 'adidas']"
D264,"['legendaryenergy', 'apologize', 'actual', 'snakes', 'awesome', 'elonmusk', 'one', 'likes', 'know', 'u', 'bring', 'back', 'ye', 'time', 'come', 'tou', 'suck']"
D265,"['kanye', 'first', 'ad', 'running', 'president', 'ye', 'ye24', 'https', 'co', 'oaop2kccms']"
D266,"['checking', 'see', 'happening', 'w', 'ye', 'trafficking', 'situation', 'amp', 'vested', 'people', 'around', 'seem', 'care', 'complexity', 'situation', 'sufficient', 'power', 'uphold', 'rights', 'ask', 'good', 'real', 'family', 'amp', 'friends', 'ensure', 'protected', 'ye']"
D267,"['please', 'keep', 'ye', 'prayers', 'tonight', 'nightmares', 'becoming', 'reality', 'https', 'co', 'zvb2yt5mqm']"
D268,"['elonmusk', 'oh', 'shit', 'login', 'accounts', 'vote', 'yes', 'though', 'chaos', 'exposing', 'notoriously', 'horrid', 'business', 'practices', 'used', 'keep', 'poor', 'poor', 'rich', 'rich', 'rich', 'bitch', 'maybe', 'like', 'jesus', 'fall', 'everyone', 'else', 'rise', 'ye']"
D269,"['ecclesiasticus', '4', '26', 'kjv', '26', 'ashamed', 'confess', 'thy', 'sins', 'force', 'course', 'river', 'https', 'co', '048pt2uhxd', 'visit', 'website', 'https', 'co', 'lujmugvqko', 'christmas', 'ye', 'kyrie', 'nathanyel7', 'https', 'co', 'myozlondod']"
D270,"['coffeebreak', 'yt', 'musk', 'exposed', 'controlled', 'opposition', 'banned', 'ye']"
D271,"['sabbath', 'recap', 'unifying', 'gods', 'chosen', 'people', 'visit', 'website', 'https', 'co', 'zub6uh7lpf', 'christ', 'iuic', 'iuiccolumbus', 'family', 'unity', 'nathanyel7', 'influencer', 'jews', 'israelites', 'fyp', 'biblicalsmoke', 'ye', 'kyrie', 'https', 'co', 'uphj3lwe1e']"
D272,"['sabbath', 'recap', 'unifying', 'gods', 'chosen', 'people', 'visit', 'website', 'https', 'co', 'zub6uh7lpf', 'christ', 'iuic', 'iuiccolumbus', 'family', 'unity', 'nathanyel7', 'influencer', 'jews', 'israelites', 'fyp', 'biblicalsmoke', 'ye', 'kyrie', 'https', 'co', 'rzesmukuvo']"
D273,"['playing', 'shai', 'ever', 'fall', 'love', 'listen', 'https', 'co', 'lwzld4y7sj', 'sister', 'rita', 'x', 'show', 'airs', 'daily', '4pm', 'pst', '6pm', 'pst', 'https', 'co', 'ws56iygoom', 'chicago', 'kanyewest', 'atl', 'lasvegas', 'buffalo', 'pt', 'ghana', 'france', 'nm', 'dublin', 'india', 'ye', 'radiosta']"
D274,"['playing', 'michael', 'jackson', 'human', 'nature', 'listen', 'https', 'co', 'lwzld4y7sj', 'sister', 'rita', 'x', 'show', 'airs', 'daily', '4pm', 'pst', '6pm', 'pst', 'https', 'co', 'ws56iygoom', 'chicago', 'kanyewest', 'atl', 'lasvegas', 'buffalo', 'pt', 'ghana', 'france', 'nm', 'dublin', 'india', 'ye', 'radiost']"
D275,"['kanyewest', 'aka', 'ye', 'new', 'ceo', 'twitter']"
D276,"['playing', 'victoria', 'monet', 'coastin', 'listen', 'https', 'co', 'lwzld4y7sj', 'sister', 'rita', 'x', 'show', 'airs', 'daily', '4pm', 'pst', '6pm', 'pst', 'https', 'co', 'ws56iygoom', 'chicago', 'kanyewest', 'atl', 'lasvegas', 'buffalo', 'pt', 'ghana', 'france', 'nm', 'dublin', 'india', 'ye', 'radiostation']"
D277,"['musk', 'using', 'twitter', 'u', 'govt', 'immunity', 'platform', 'publisher', 'say', 'want', 'reality', 'care', 'freespeech', 'shown', 'actions', 'ye', 'alexjones', 'etc', 'con', 'man', 'govt', 'bitch', 'like', 'companies', 'https', 'co', '95jbvrceu0']"
D278,"['playing', 'tamia', 'listen', 'https', 'co', 'lwzld4y7sj', 'sister', 'rita', 'x', 'show', 'airs', 'daily', '4pm', 'pst', '6pm', 'pst', 'https', 'co', 'ws56iygoom', 'chicago', 'kanyewest', 'atl', 'lasvegas', 'buffalo', 'pt', 'ghana', 'france', 'nm', 'dublin', 'india', 'ye', 'radiostation']"
D279,"['balenziaga', 'vs', 'ye', 'reactions', 'https', 'co', 'bh3e7qsbq4']"
D280,"['balenziaga', 'vs', 'ye', 'reactions', 'https', 'co', 'f0nrhoseq4']"
D281,"['balenziaga', 'vs', 'ye', 'reactions', 'https', 'co', 'n9xymhfvrn']"
D282,"['one', 'person', 'hates', 'kanye', 'hate', 'person', 'million', 'people', 'hate', 'kanye', 'hate', 'million', 'people', 'world', 'hates', 'kanye', 'hate', 'world', 'made', 'graduation', 'kanyewest', 'music', 'poem', 'ye', 'graduation']"
D283,"['balenziaga', 'vs', 'ye', 'reactions', 'https', 'co', 'r5nvgv76w2']"
D284,"['balenziaga', 'vs', 'ye', 'reactions', 'https', 'co', 'i0ku3xwju5']"
D285,"['balenziaga', 'vs', 'ye', 'reactions', 'https', 'co', 'eymzfjz1mp']"
D286,"['warned', 'people', 'free', 'speech', 'judge', 'people', 'hastily', 'see', 'full', 'body', 'work', 'may', 'right', 'ye', 'temehu', 'bakra', 'radar', 'still', 'works', 'fine', 'fba', 'b1', 'panafrican', 'https', 'co', '1vkojut15v']"
D287,"['elonmusk', 'maybe', 'share', 'calling', 'hypocrisy', 'free', 'speech', 'lunatics', 'serious', 'memory', 'loss', 'worldcupfinal', 'freespeech', 'democratsaredestroyingamerica', 'elonmusk', 'ye', 'ye24', 'cancelculture', 'cancelbalenciaga', 'https', 'co', 'ivab18y5iy']"
D288,"['repkatcammack', 'refused', 'speak', 'cess', 'pool', 'neo', 'nazis', 'antisemitism', 'state', 'florida', 'calling', 'kanyewest', 'ye', 'independent', 'thinker', 'better', 'https', 'co', 'jufebb53ba', 'https', 'co', '8ptex867ou']"
D289,"['kat', 'cammack', 'refused', 'speak', 'cess', 'pool', 'neo', 'nazis', 'antisemitism', 'state', 'florida', 'calling', 'kanyewest', 'ye', 'independent', 'thinker', 'better', 'https', 'co', 'za97n1gx7u', 'https', 'co', '4biu2sesdr']"
D290,"['https', 'co', 'ahfyojmd43', 'streaming', 'rightnow', 'got', 'iuicarkansas', 'letstalktruth', 'weeks', 'topic', 'truth', 'gentrification', 'biblebelt', 'realjews', 'blacks', 'hispanics', 'nativeamericans', 'iuic', 'ye', 'kanyewest', 'yeezy', 'https', 'co', 'no645z1dzx']"
D291,"['interesting', 'song', 'would', 'look', 'amazing', 'ye', 'https', 'co', 'an8zyh9j6s']"
D292,"['michaelr8derz', 'recklesslyaque1', 'kanyewest', 'ye', 'trust']"
D293,"['prophets', 'new', 'orleans', 'traveled', 'shreveport', 'past', 'sabbath', 'war', 'brethren', 'visit', 'website', 'https', 'co', 'dyx3qumchg', 'call', 'us', '855', '484', '4842', 'ext', '7015', 'godsarmy', '144k', 'saviors', 'kyrie', 'ye', 'itsup', 'iuic', 'israelites', 'https', 'co', '2o6b8o3gre']"
D294,"['prophets', 'new', 'orleans', 'traveled', 'shreveport', 'past', 'sabbath', 'war', 'brethren', 'visit', 'website', 'https', 'co', 'dyx3qumchg', 'call', 'us', '855', '484', '4842', 'ext', '7015', 'godsarmy', '144k', 'saviors', 'kyrie', 'ye', 'itsup', 'iuic', 'israelites', 'https', 'co', 'kqo9hr1ddm']"
D295,"['cause', 'ye', 'gon', 'live', 'everything', 'sucks', 'never', 'enough', 'told', 'em', 'ever', 'believe', 'nothin', 'ever', 'read', 'got', 'bible', 'bed', 'oh', 'yes', 'christian', 'ye24', 'jesusisking', 'ye', 'messi𓃵', 'kanyewest', 'https', 'co', 'tqfdbjdhth']"
D296,"['lorafrimanee', 'yall', 'actin', 'like', 'wasnt', 'greatest', 'thing', 'ever', 'ye', 'https', 'co', 'pzxhlwkfyy']"
D297,"['american', 'capitalism', 'america', 'kanyewest', 'fyp', 'ye', 'capitalism', 'social', 'https', 'co', 'qmo2oy8wjz', 'via', 'youtube']"
D298,"['already', 'dead', 'previewed', 'juice', 'juicewrld', 'juicewrld999', 'juicewrldsnippet', 'juicewrldfanpage', 'juice', 'juicewrldedits', 'lljw', 'lljw', 'lljw', 'lilpeep', 'liluzivert', 'trippieredd', 'liluzi', 'playboicarti', 'macmiller', 'lilbibby', 'gherbo', 'gradea', 'interscoperecords', 'ye', 'goat', 'rap', 'https', 'co', 'anuhascz09']"
D299,"['april', '21st', '2019', 'ye', 'fka', 'kanyewest', 'gathered', '50', '000', 'people', 'mound', 'grass', 'worship', 'jesus', 'christ', 'amp', 'glory', 'underrated', 'tour', 'career', 'literally', '50', '000', 'people', 'church', 'easter', 'sunday', 'days', 'partying', 'praise', 'jesus', 'ye24', 'ye', 'https', 'co', 'zrrnhdsdpr']"
